content_id,platform,content_date,topic,title,caption,content_type,format,hook_type,video_length,posting_time,views,likes,comments,shares,saves,followers_before,followers_after,retention_rate,hashtag_count,hashtags,cta_type,caption_style,audience_segment
CONTENT_9687C024,Instagram,2026-08-27 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Short Video,Audio Hook,36.3,Afternoon (12-4 PM),52941,5124,590,560,2180,20065,20611,0.51,7,#AcademicStress #struggle,None,Educational / Tips,Students
CONTENT_250C2E77,YouTube,2026-05-12 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Short Video,Visual Hook,53.1,Evening (5-8 PM),15319,768,163,337,593,25426,25658,0.5,6,#Loneliness #struggle,Link in bio,Educational / Tips,General
CONTENT_0E13D5B7,YouTube,2026-05-10 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Short Video,Text Hook,56.8,Evening (5-8 PM),3550,301,37,385,41,29899,30019,0.5,7,#SocialAnxiety #struggle,Share this,Educational / Tips,Millennials
CONTENT_6DD2A84F,TikTok,2026-05-15 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Long Video,Text Hook,283.8,Afternoon (12-4 PM),4936,580,62,214,10,3809,3856,0.28,8,#CareerPressure #struggle,Save for later,Educational / Tips,Millennials
CONTENT_503A3AFC,YouTube,2026-08-11 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Short Video,Text Hook,54.9,Morning (8-11 AM),73464,7601,1313,7015,921,45229,46544,0.41,8,#Loneliness #struggle,Follow for more,Emotion + Personal Story,Gen Z
CONTENT_3AB4DEDE,YouTube,2026-04-09 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Long Video,Audio Hook,386.7,Afternoon (12-4 PM),6330,580,67,619,462,7568,7769,0.22,2,#SocialAnxiety #struggle,None,Educational / Tips,Gen Z
CONTENT_EA3AA080,Instagram,2026-08-27 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Long Video,Audio Hook,256.1,Night (9 PM-12 AM),5643,360,65,9,147,13352,13386,0.4,9,#CareerPressure #struggle,None,Short & Punchy,Students
CONTENT_DC58533A,Instagram,2026-08-06 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Long Video,Text Hook,577.2,Afternoon (12-4 PM),934,88,12,8,22,15820,15827,0.4,4,#SelfConfidence #struggle,Save for later,Emotion + Personal Story,General
CONTENT_59609E74,YouTube,2026-07-06 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Carousel,Story Hook,0.0,Morning (8-11 AM),5475,488,105,140,227,38711,38805,0.27,3,#AcademicStress #struggle,Link in bio,Short & Punchy,General
CONTENT_89D8E357,YouTube,2026-05-19 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Single Image,Audio Hook,0.0,Afternoon (12-4 PM),10095,1320,60,864,615,36333,36562,0.35,2,#SocialAnxiety #struggle,Share this,Question to Audience,General
CONTENT_45C5DF1F,TikTok,2026-07-17 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Short Video,Text Hook,25.7,Evening (5-8 PM),45737,5470,477,1642,478,44194,44746,0.54,4,#AcademicStress #struggle,Comment your thoughts,Educational / Tips,General
CONTENT_6D6724AA,YouTube,2026-05-05 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Long Video,Text Hook,529.8,Morning (8-11 AM),828,71,5,6,6,16479,16481,0.39,9,#CareerPressure #struggle,Share this,Question to Audience,Gen Z
CONTENT_C23C917E,Instagram,2026-03-26 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Short Video,Text Hook,41.2,Night (9 PM-12 AM),2464,192,15,39,22,3148,3161,0.48,1,#CareerPressure #struggle,Share this,Long-form vulnerable,Students
CONTENT_43F03E0C,YouTube,2026-08-10 23:41:46,Financial Stress,The truth about financial stress,Let's talk about financial stress. #growth #mentalhealth,Organic,Carousel,Audio Hook,0.0,Night (9 PM-12 AM),26912,2037,322,1177,141,15873,16112,0.12,1,#FinancialStress #struggle,Link in bio,Educational / Tips,General
CONTENT_CB73AAD6,Instagram,2026-04-24 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Single Image,Audio Hook,0.0,Morning (8-11 AM),3281,401,55,61,196,21085,21132,0.22,6,#Dating #struggle,Save for later,Emotion + Personal Story,Gen Z
CONTENT_EF50350C,Instagram,2026-07-08 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Short Video,Text Hook,48.7,Night (9 PM-12 AM),1142,129,8,40,13,46254,46264,0.44,4,#SocialAnxiety #struggle,Share this,Short & Punchy,Students
CONTENT_989D8983,Instagram,2026-04-01 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Short Video,Text Hook,51.3,Afternoon (12-4 PM),471755,55041,5974,3429,1768,23614,24520,0.57,2,#Loneliness #struggle,Follow for more,Question to Audience,Students
CONTENT_7B34AA05,TikTok,2026-03-21 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Long Video,Question Hook,489.5,Night (9 PM-12 AM),27050,2903,273,1421,1235,45387,45685,0.49,6,#Overthinking #struggle,Link in bio,Long-form vulnerable,Professionals
CONTENT_F6AAC844,Instagram,2026-08-05 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Long Video,Audio Hook,219.4,Afternoon (12-4 PM),50972,6767,820,1388,1637,23469,23848,0.21,9,#Dating #struggle,Link in bio,Short & Punchy,Millennials
CONTENT_824F3D27,YouTube,2026-06-20 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Short Video,Text Hook,23.7,Night (9 PM-12 AM),2031,209,35,21,32,1882,1891,0.34,2,#SelfConfidence #struggle,Share this,Educational / Tips,General
CONTENT_565B0AB1,Instagram,2026-07-11 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Single Image,Story Hook,0.0,Evening (5-8 PM),10912,755,163,499,272,3567,3680,0.44,4,#SelfConfidence #struggle,Share this,Educational / Tips,General
CONTENT_EDFBA329,Instagram,2026-07-22 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Short Video,Story Hook,34.6,Afternoon (12-4 PM),22838,2141,208,351,181,12283,12443,0.66,1,#Overthinking #struggle,Link in bio,Educational / Tips,General
CONTENT_38D3FDCF,YouTube,2026-05-05 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Short Video,Text Hook,39.9,Afternoon (12-4 PM),13474,1983,172,398,568,49570,49787,0.33,9,#Loneliness #struggle,Link in bio,Question to Audience,Millennials
CONTENT_A28E867A,TikTok,2026-06-01 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Long Video,Audio Hook,137.5,Evening (5-8 PM),125403,16730,848,15934,3128,24456,27735,0.12,3,#SocialAnxiety #struggle,Share this,Educational / Tips,General
CONTENT_13DD178F,TikTok,2026-06-11 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Short Video,Story Hook,31.5,Afternoon (12-4 PM),26271,3862,472,1856,708,12154,12744,0.79,7,#Loneliness #struggle,Link in bio,Short & Punchy,Gen Z
CONTENT_FB04B16F,YouTube,2026-05-24 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Short Video,Visual Hook,22.7,Night (9 PM-12 AM),11615,771,69,413,893,48801,49028,0.62,2,#SocialAnxiety #struggle,Comment your thoughts,Long-form vulnerable,General
CONTENT_9D0F3442,YouTube,2026-06-27 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Short Video,Story Hook,57.0,Evening (5-8 PM),2737,346,30,74,28,49947,49970,0.63,8,#SelfConfidence #struggle,Link in bio,Question to Audience,Professionals
CONTENT_8F80DA4D,Instagram,2026-08-24 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Short Video,Story Hook,36.3,Afternoon (12-4 PM),17225,1923,96,397,230,18392,18573,0.49,7,#CareerPressure #struggle,Link in bio,Short & Punchy,General
CONTENT_C6298E27,YouTube,2026-06-27 23:41:46,Financial Stress,The truth about financial stress,Let's talk about financial stress. #growth #mentalhealth,Organic,Carousel,Story Hook,0.0,Afternoon (12-4 PM),8902,1233,56,184,285,5379,5491,0.53,7,#FinancialStress #struggle,Follow for more,Educational / Tips,General
CONTENT_4C42F996,YouTube,2026-05-31 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Short Video,Text Hook,27.4,Afternoon (12-4 PM),4937,592,81,54,197,24205,24239,0.43,3,#SelfConfidence #struggle,Comment your thoughts,Educational / Tips,Students
CONTENT_ABF6B7F2,Instagram,2026-03-13 23:41:46,Financial Stress,The truth about financial stress,Let's talk about financial stress. #growth #mentalhealth,Organic,Single Image,Question Hook,0.0,Morning (8-11 AM),932,106,16,44,10,13278,13286,0.35,9,#FinancialStress #struggle,Comment your thoughts,Long-form vulnerable,Millennials
CONTENT_7167F8F8,Instagram,2026-06-07 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Short Video,Question Hook,28.5,Night (9 PM-12 AM),7199,480,74,54,383,22673,22757,0.49,6,#Overthinking #struggle,Comment your thoughts,Question to Audience,Gen Z
CONTENT_93F21830,Instagram,2026-06-28 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Long Video,Text Hook,452.0,Morning (8-11 AM),4247,628,48,182,152,40385,40450,0.25,4,#CareerPressure #struggle,Save for later,Question to Audience,Students
CONTENT_36825270,TikTok,2026-06-01 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Long Video,Text Hook,598.5,Morning (8-11 AM),11271,688,61,992,223,13118,13272,0.27,7,#Overthinking #struggle,Follow for more,Question to Audience,General
CONTENT_F38548A8,YouTube,2026-03-19 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Long Video,Story Hook,432.4,Morning (8-11 AM),1381,167,27,16,12,15017,15021,0.41,9,#AcademicStress #struggle,Follow for more,Long-form vulnerable,General
CONTENT_DB85ADFC,Instagram,2026-05-06 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Short Video,Audio Hook,46.8,Night (9 PM-12 AM),29170,1822,566,585,153,49904,49988,0.51,4,#Loneliness #struggle,None,Long-form vulnerable,Professionals
CONTENT_30E797F8,TikTok,2026-03-30 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Carousel,Visual Hook,0.0,Morning (8-11 AM),26409,2734,320,1371,3246,14382,15026,0.37,8,#SocialAnxiety #struggle,Save for later,Question to Audience,Students
CONTENT_A3930CAB,TikTok,2026-04-18 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Carousel,Story Hook,0.0,Night (9 PM-12 AM),21657,1785,417,902,1946,18794,19428,0.39,9,#Loneliness #struggle,Comment your thoughts,Long-form vulnerable,General
CONTENT_B5051AFC,Instagram,2026-05-21 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Short Video,Story Hook,28.6,Afternoon (12-4 PM),41832,2117,717,1435,1210,31761,32482,0.76,2,#CareerPressure #struggle,Comment your thoughts,Question to Audience,Professionals
CONTENT_78FAB82F,Instagram,2026-04-07 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Single Image,Story Hook,0.0,Afternoon (12-4 PM),896,92,9,6,11,8837,8840,0.42,4,#Overthinking #struggle,Link in bio,Short & Punchy,General
CONTENT_95601AD9,TikTok,2026-04-05 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Single Image,Question Hook,0.0,Afternoon (12-4 PM),83733,7406,854,2133,389,35812,36317,0.17,4,#Loneliness #struggle,Follow for more,Emotion + Personal Story,General
CONTENT_8EBC1406,YouTube,2026-08-28 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Long Video,Audio Hook,209.0,Evening (5-8 PM),2596,262,45,92,85,31640,31673,0.17,2,#Dating #struggle,Comment your thoughts,Question to Audience,Millennials
CONTENT_BFA6A504,TikTok,2026-08-06 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Short Video,Visual Hook,47.3,Evening (5-8 PM),27897,2828,428,938,2237,19625,20179,0.62,7,#SocialAnxiety #struggle,Follow for more,Question to Audience,General
CONTENT_12D45268,YouTube,2026-06-25 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Short Video,Visual Hook,48.6,Morning (8-11 AM),4420,640,69,142,582,48761,48911,0.42,1,#SocialAnxiety #struggle,Save for later,Question to Audience,Gen Z
CONTENT_03A812E9,Instagram,2026-06-10 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Long Video,Text Hook,356.2,Afternoon (12-4 PM),108243,9930,1044,1635,9296,14890,15895,0.43,7,#Overthinking #struggle,Comment your thoughts,Long-form vulnerable,Millennials
CONTENT_3FABDF1F,Instagram,2026-03-12 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Short Video,Visual Hook,24.6,Night (9 PM-12 AM),4932,593,40,77,385,17535,17645,0.56,5,#SocialAnxiety #struggle,Comment your thoughts,Short & Punchy,Students
CONTENT_FF2C7A19,TikTok,2026-06-24 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Short Video,Story Hook,44.0,Evening (5-8 PM),5481,818,91,93,287,44481,44542,0.65,3,#AcademicStress #struggle,Save for later,Short & Punchy,Students
CONTENT_87DE93C5,TikTok,2026-04-13 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Carousel,Question Hook,0.0,Evening (5-8 PM),3010,218,44,81,70,4407,4437,0.49,8,#AcademicStress #struggle,Follow for more,Long-form vulnerable,Millennials
CONTENT_AB000232,TikTok,2026-08-09 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Carousel,Text Hook,0.0,Afternoon (12-4 PM),6177,586,58,122,285,44448,44485,0.11,7,#Loneliness #struggle,None,Emotion + Personal Story,General
CONTENT_18F06EAB,Instagram,2026-04-30 23:41:46,Relationships,The truth about relationships,Let's talk about relationships. #growth #mentalhealth,Organic,Carousel,Audio Hook,0.0,Afternoon (12-4 PM),111420,14573,1840,3759,323,27183,28094,0.41,6,#Relationships #struggle,Share this,Educational / Tips,General
CONTENT_E47CCD83,Instagram,2026-06-11 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Long Video,Story Hook,328.8,Morning (8-11 AM),21139,2519,357,384,1128,8777,9123,0.25,9,#SocialAnxiety #struggle,Share this,Short & Punchy,General
CONTENT_B16E852B,TikTok,2026-05-01 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Carousel,Story Hook,0.0,Night (9 PM-12 AM),644,37,4,7,14,34332,34334,0.45,3,#SelfConfidence #struggle,Comment your thoughts,Emotion + Personal Story,General
CONTENT_83D9E682,YouTube,2026-06-28 23:41:46,Relationships,The truth about relationships,Let's talk about relationships. #growth #mentalhealth,Organic,Short Video,Question Hook,26.9,Afternoon (12-4 PM),17045,2039,270,357,307,37929,37998,0.31,1,#Relationships #struggle,Link in bio,Short & Punchy,Professionals
CONTENT_DAA4D0C7,YouTube,2026-03-11 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Single Image,Visual Hook,0.0,Evening (5-8 PM),7596,410,79,31,342,34737,34770,0.38,6,#SelfConfidence #struggle,Save for later,Long-form vulnerable,Millennials
CONTENT_37972C2F,Instagram,2026-07-31 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Short Video,Story Hook,30.2,Morning (8-11 AM),60058,7204,576,989,642,33890,34092,0.7,3,#CareerPressure #struggle,Save for later,Question to Audience,General
CONTENT_50C308EE,TikTok,2026-03-30 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Short Video,Story Hook,45.2,Afternoon (12-4 PM),28012,2085,317,1315,511,13916,14337,0.73,6,#AcademicStress #struggle,None,Long-form vulnerable,Students
CONTENT_25FA1B06,YouTube,2026-06-19 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Long Video,Text Hook,373.0,Morning (8-11 AM),132124,16217,2384,2649,902,4815,5263,0.4,5,#Loneliness #struggle,Link in bio,Emotion + Personal Story,Gen Z
CONTENT_666AA78C,YouTube,2026-05-06 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Long Video,Story Hook,331.6,Afternoon (12-4 PM),25105,3360,395,855,278,13963,14135,0.3,2,#CareerPressure #struggle,Link in bio,Emotion + Personal Story,Gen Z
